trip_id,season,daylight,duration_min,outside_temp_c,capacity,passenger_count,occupancy_pct,lighting_kWh_fixed,vent_kWh_fixed,hvac_kWh_fixed,total_aux_kWh_fixed,lighting_kWh_sensor,vent_kWh_sensor,hvac_kWh_sensor,total_aux_kWh_sensor,pct_savings
T02295,autumn,1,51,6.76,200,187,93.5,2.975,2.55,2.169,7.694,3.519,3.404,4.533,11.456,-48.9
T02296,summer,1,41,23.26,200,114,57.0,2.392,2.05,0.679,5.121,1.831,1.989,1.846,5.665,-10.63
T02297,summer,0,43,27.49,200,64,32.0,4.3,2.15,1.107,7.557,1.777,1.548,1.624,4.95,34.5
T02298,winter,1,51,5.29,200,36,18.0,2.975,2.55,2.331,7.856,1.02,1.479,2.359,4.858,38.15
T02299,spring,0,55,9.48,200,31,15.5,5.5,2.75,2.015,10.265,1.668,1.526,2.04,5.235,49.0
T02300,summer,0,11,26.6,200,9,4.5,1.1,0.55,0.262,1.912,0.253,0.245,0.216,0.714,62.66
T02301,spring,1,34,3.87,200,147,73.5,1.983,1.7,1.659,5.342,1.893,1.929,2.794,6.616,-23.85
T02302,spring,1,43,10.48,200,91,45.5,2.508,2.15,1.482,6.14,1.591,1.838,2.29,5.719,6.86
T02303,summer,1,56,20.37,200,16,8.0,3.267,2.8,0.729,6.796,1.12,1.344,0.707,3.171,53.35
T02304,winter,0,19,3.17,200,27,13.5,1.9,0.95,0.956,3.806,0.551,0.508,0.902,1.961,48.47
T02305,summer,0,50,26.22,200,2,1.0,5.0,2.5,1.149,8.649,1.033,1.025,0.842,2.9,66.47
T02306,autumn,0,44,8.66,200,31,15.5,4.4,2.2,1.689,8.289,1.335,1.221,1.698,4.253,48.69
T02307,summer,1,32,23.28,200,104,52.0,1.867,1.6,0.531,3.998,1.323,1.472,1.345,4.14,-3.56
T02308,summer,1,23,32.88,200,29,14.5,1.342,1.15,0.947,3.438,0.46,0.627,0.897,1.984,42.3
T02309,autumn,1,33,12.45,200,88,44.0,1.925,1.65,0.996,4.571,1.188,1.386,1.608,4.182,8.51
T02310,winter,1,23,2.13,200,130,65.0,1.342,1.15,1.329,3.821,1.15,1.208,1.938,4.296,-12.42
T02311,winter,1,29,7.86,200,161,80.5,1.692,1.45,1.164,4.306,1.75,1.747,2.293,5.79,-34.46
T02312,winter,0,41,5.49,200,127,63.5,4.1,2.05,1.856,8.006,2.556,2.122,3.001,7.679,4.09
T02313,summer,0,45,25.13,200,9,4.5,4.5,2.25,0.928,7.678,1.035,1.001,0.762,2.798,63.55
T02314,winter,0,45,9.76,200,80,40.0,4.5,2.25,1.621,8.371,2.1,1.8,2.307,6.207,25.85
T02315,autumn,0,42,18.93,200,0,0.0,4.2,2.1,0.678,6.978,0.84,0.84,0.439,2.119,69.63
T02316,winter,0,33,9.09,200,29,14.5,3.3,1.65,1.237,6.187,0.979,0.899,1.228,3.106,49.8
T02317,spring,1,22,8.02,200,91,45.5,1.283,1.1,0.875,3.259,0.814,0.94,1.271,3.025,7.16
T02318,summer,0,38,16.24,200,77,38.5,3.8,1.9,0.835,6.535,1.735,1.491,1.463,4.69,28.24
T02319,winter,0,19,-3.83,200,12,6.0,1.9,0.95,1.368,4.218,0.456,0.437,1.113,2.006,52.45
T02320,autumn,0,60,18.68,200,19,9.5,6.0,3.0,1.002,10.002,1.58,1.485,0.997,4.062,59.38
T02321,autumn,0,35,18.22,200,36,18.0,3.5,1.75,0.619,5.869,1.12,1.015,0.79,2.925,50.17
T02322,summer,0,20,23.37,200,50,25.0,2.0,1.0,0.336,3.336,0.733,0.65,0.52,1.904,42.94
T02323,autumn,1,41,-1.89,200,200,100.0,2.392,2.05,2.763,7.205,3.007,2.87,4.677,10.553,-46.48
T02324,winter,1,43,12.61,200,80,40.0,2.508,2.15,1.284,5.942,1.433,1.72,1.98,5.134,13.6
T02325,summer,1,31,23.35,200,98,49.0,1.808,1.55,0.519,3.878,1.219,1.38,1.251,3.85,0.71
T02326,spring,1,51,12.56,200,126,63.0,2.975,2.55,1.527,7.052,2.482,2.626,3.057,8.165,-15.78
T02327,spring,0,51,12.69,200,67,33.5,5.1,2.55,1.513,9.163,2.159,1.874,2.142,6.175,32.61
T02328,spring,0,41,20.98,200,56,28.0,4.1,2.05,0.48,6.63,1.585,1.394,0.964,3.943,40.53
T02329,winter,0,26,4.36,200,36,18.0,2.6,1.3,1.241,5.141,0.832,0.754,1.247,2.833,44.88
T02330,summer,0,17,20.23,200,40,20.0,1.7,0.85,0.227,2.777,0.567,0.51,0.341,1.418,48.93
T02331,summer,1,30,15.44,200,18,9.0,1.75,1.5,0.711,3.961,0.6,0.735,0.668,2.003,49.44
T02332,winter,0,35,3.59,200,17,8.5,3.5,1.75,1.729,6.979,0.898,0.849,1.529,3.276,53.05
T02333,spring,0,34,10.59,200,60,30.0,3.4,1.7,1.164,6.264,1.36,1.19,1.488,4.038,35.54
T02334,spring,0,40,18.86,200,0,0.0,4.0,2.0,0.652,6.652,0.8,0.8,0.424,2.024,69.58
T02335,winter,1,41,11.04,200,89,44.5,2.392,2.05,1.363,5.805,1.49,1.732,2.117,5.339,8.03
T02336,spring,1,26,13.48,200,186,93.0,1.517,1.3,0.727,3.544,1.785,1.729,1.983,5.497,-55.12
T02337,winter,0,39,8.37,200,0,0.0,3.9,1.95,1.523,7.373,0.78,0.78,1.163,2.723,63.06
T02338,summer,0,26,26.54,200,51,25.5,2.6,1.3,0.615,4.515,0.962,0.851,0.835,2.649,41.34
T02339,spring,1,22,9.91,200,54,27.0,1.283,1.1,0.785,3.169,0.543,0.737,0.95,2.23,29.62
T02340,winter,0,36,4.19,200,5,2.5,3.6,1.8,1.731,7.131,0.78,0.765,1.403,2.948,58.65
T02341,summer,1,42,22.62,200,187,93.5,2.45,2.1,0.638,5.188,2.898,2.803,2.761,8.463,-63.13
T02342,winter,0,12,4.29,200,0,0.0,1.2,0.6,0.574,2.374,0.24,0.24,0.448,0.928,60.94
T02343,winter,0,34,6.82,200,80,40.0,3.4,1.7,1.441,6.541,1.587,1.36,1.927,4.873,25.5
T02344,summer,1,28,22.7,200,0,0.0,1.633,1.4,0.43,3.463,0.56,0.56,0.274,1.394,59.75
T02345,winter,1,42,11.35,200,173,86.5,2.45,2.1,1.368,5.918,2.702,2.656,3.203,8.562,-44.66
T02346,autumn,0,36,15.08,200,97,48.5,3.6,1.8,0.882,6.282,1.884,1.593,1.678,5.155,17.93
T02347,summer,0,32,20.75,200,107,53.5,3.2,1.6,0.391,5.191,1.781,1.496,1.255,4.533,12.68
T02348,autumn,1,46,21.22,200,125,62.5,2.683,2.3,0.558,5.541,2.223,2.358,2.05,6.631,-19.66
T02349,summer,0,23,27.68,200,0,0.0,2.3,1.15,0.601,4.051,0.46,0.46,0.435,1.355,66.55
T02350,winter,0,41,-1.36,200,200,100.0,4.1,2.05,2.711,8.861,3.553,2.87,4.635,11.058,-24.79
T02351,spring,1,28,13.63,200,66,33.0,1.633,1.4,0.774,3.807,0.803,1.022,1.119,2.944,22.67
T02352,autumn,0,47,21.32,200,46,23.0,4.7,2.35,0.581,7.631,1.661,1.48,0.989,4.13,45.87
T02353,winter,1,32,7.55,200,147,73.5,1.867,1.6,1.306,4.772,1.781,1.816,2.414,6.011,-25.95
T02354,spring,0,27,11.31,200,2,1.0,2.7,1.35,0.882,4.932,0.558,0.553,0.676,1.788,63.76
T02355,winter,1,29,6.5,200,85,42.5,1.692,1.45,1.249,4.391,1.015,1.196,1.704,3.915,10.84
T02356,autumn,1,24,8.31,200,128,64.0,1.4,1.2,0.94,3.54,1.184,1.248,1.64,4.072,-15.03
T02357,summer,1,21,13.64,200,44,22.0,1.225,1.05,0.58,2.855,0.448,0.651,0.701,1.8,36.96
T02358,winter,1,33,15.55,200,200,100.0,1.925,1.65,0.775,4.35,2.42,2.31,2.53,7.26,-66.9
T02359,autumn,1,36,17.05,200,116,58.0,2.1,1.8,0.728,4.628,1.632,1.764,1.754,5.15,-11.26
T02360,summer,1,29,32.24,200,146,73.0,1.692,1.45,1.149,4.29,1.605,1.638,2.164,5.407,-26.03
T02361,winter,1,33,9.53,200,79,39.5,1.925,1.65,1.205,4.78,1.089,1.312,1.696,4.097,14.3
T02362,autumn,1,33,10.68,200,90,45.0,1.925,1.65,1.123,4.698,1.21,1.403,1.735,4.348,7.45
T02363,spring,1,18,20.86,200,77,38.5,1.05,0.9,0.216,2.166,0.582,0.707,0.541,1.829,15.54
T02364,autumn,1,10,-2.21,200,116,58.0,0.583,0.5,0.682,1.765,0.453,0.49,0.882,1.826,-3.44
T02365,winter,0,31,-2.4,200,53,26.5,3.1,1.55,2.127,6.777,1.168,1.031,2.131,4.33,36.11
T02366,autumn,0,39,19.12,200,64,32.0,3.9,1.95,0.614,6.464,1.612,1.404,1.143,4.159,35.65
T02367,spring,0,19,6.83,200,0,0.0,1.9,0.95,0.805,3.655,0.38,0.38,0.62,1.38,62.23
T02368,summer,0,33,24.86,200,34,17.0,3.3,1.65,0.661,5.611,1.034,0.941,0.79,2.765,50.73
T02369,winter,1,50,6.41,200,85,42.5,2.917,2.5,2.164,7.581,1.75,2.062,2.946,6.758,10.85
T02370,spring,0,46,8.38,200,21,10.5,4.6,2.3,1.795,8.695,1.242,1.161,1.661,4.064,53.25
T02371,autumn,0,49,8.76,200,34,17.0,4.9,2.45,1.871,9.221,1.535,1.396,1.926,4.858,47.32
T02372,summer,1,35,27.71,200,82,41.0,2.042,1.75,0.917,4.709,1.19,1.417,1.525,4.132,12.24
T02373,summer,1,50,20.56,200,39,19.5,2.917,2.5,0.631,6.048,1.0,1.488,0.959,3.446,43.02
T02374,spring,0,50,9.56,200,17,8.5,5.0,2.5,1.823,9.323,1.283,1.213,1.637,4.133,55.67
T02375,autumn,1,33,13.81,200,70,35.0,1.925,1.65,0.899,4.474,0.99,1.238,1.348,3.575,20.08
T02376,summer,1,42,19.78,200,198,99.0,2.45,2.1,0.601,5.151,3.052,2.919,2.868,8.839,-71.62
T02377,summer,0,20,32.75,200,31,15.5,2.0,1.0,0.817,3.817,0.607,0.555,0.788,1.949,48.93
T02378,summer,0,44,22.66,200,9,4.5,4.4,2.2,0.672,7.272,1.012,0.979,0.546,2.537,65.11
T02379,summer,1,42,23.1,200,25,12.5,2.45,2.1,0.681,5.231,0.84,1.102,0.757,2.699,48.4
T02380,spring,0,35,8.81,200,11,5.5,3.5,1.75,1.333,6.583,0.828,0.796,1.131,2.756,58.14
T02381,winter,1,28,0.89,200,179,89.5,1.633,1.4,1.701,4.734,1.857,1.813,2.858,6.529,-37.9
T02382,summer,1,35,34.95,200,47,23.5,2.042,1.75,1.613,5.405,0.782,1.111,1.703,3.596,33.46
T02383,autumn,1,31,15.24,200,132,66.0,1.808,1.55,0.749,4.107,1.571,1.643,1.762,4.975,-21.14
T02384,winter,1,45,8.4,200,136,68.0,2.625,2.25,1.754,6.629,2.34,2.43,3.176,7.946,-19.87
T02385,winter,0,24,6.92,200,0,0.0,2.4,1.2,1.012,4.612,0.48,0.48,0.779,1.739,62.28
T02386,autumn,1,47,10.15,200,113,56.5,2.742,2.35,1.653,6.745,2.084,2.268,2.841,7.193,-6.64
T02387,winter,0,27,-0.15,200,0,0.0,2.7,1.35,1.707,5.757,0.54,0.54,1.288,2.368,58.87
T02388,autumn,0,16,11.32,200,39,19.5,1.6,0.8,0.522,2.922,0.528,0.476,0.578,1.582,45.87
T02389,winter,0,50,4.34,200,151,75.5,5.0,2.5,2.388,9.888,3.517,2.888,4.125,10.529,-6.49
T02390,autumn,0,19,7.46,200,82,41.0,1.9,0.95,0.779,3.629,0.899,0.769,1.066,2.735,24.65
T02391,spring,0,32,9.25,200,5,2.5,3.2,1.6,1.188,5.988,0.693,0.68,0.95,2.324,61.19
T02392,winter,1,35,5.11,200,110,55.0,2.042,1.75,1.614,5.405,1.517,1.662,2.408,5.587,-3.37
T02393,spring,0,45,9.93,200,55,27.5,4.5,2.25,1.605,8.355,1.725,1.519,1.956,5.2,37.76
T02394,summer,1,18,26.97,200,54,27.0,1.05,0.9,0.443,2.393,0.444,0.603,0.609,1.656,30.81
T02395,summer,1,60,23.85,200,116,58.0,3.5,3.0,1.07,7.57,2.72,2.94,2.801,8.461,-11.77
T02396,winter,0,45,-5.33,200,125,62.5,4.5,2.25,3.402,10.152,2.775,2.306,4.368,9.449,6.92
T02397,spring,1,26,16.45,200,187,93.5,1.517,1.3,0.56,3.376,1.794,1.736,1.849,5.378,-59.29
T02398,summer,0,32,22.37,200,33,16.5,3.2,1.6,0.469,5.269,0.992,0.904,0.611,2.507,52.42
T02399,summer,0,29,19.43,200,14,7.0,2.9,1.45,0.437,4.787,0.715,0.681,0.399,1.796,62.49
T02400,autumn,0,38,13.74,200,40,20.0,3.8,1.9,1.041,6.741,1.267,1.14,1.215,3.622,46.27
T02401,summer,0,22,21.04,200,33,16.5,2.2,1.1,0.258,3.558,0.682,0.621,0.366,1.669,53.09
T02402,summer,1,30,22.08,200,140,70.0,1.75,1.5,0.42,3.67,1.6,1.65,1.519,4.769,-29.95
T02403,autumn,0,31,7.8,200,79,39.5,3.1,1.55,1.248,5.898,1.436,1.232,1.691,4.36,26.08
T02404,summer,1,25,28.56,200,50,25.0,1.458,1.25,0.771,3.479,0.583,0.812,0.932,2.328,33.09
T02405,summer,1,34,26.74,200,121,60.5,1.983,1.7,0.82,4.503,1.598,1.708,1.819,5.125,-13.82
T02406,summer,0,30,19.29,200,58,29.0,3.0,1.5,0.461,4.961,1.18,1.035,0.816,3.031,38.9
T02407,summer,1,56,22.39,200,94,47.0,3.267,2.8,0.822,6.889,2.128,2.436,2.095,6.659,3.33
T02408,spring,1,32,18.62,200,47,23.5,1.867,1.6,0.538,4.005,0.715,1.016,0.804,2.535,36.71
T02409,winter,0,31,3.72,200,23,11.5,3.1,1.55,1.523,6.173,0.858,0.798,1.403,3.059,50.45
T02410,winter,0,39,8.48,200,30,15.0,3.9,1.95,1.513,7.363,1.17,1.073,1.506,3.749,49.09
T02411,spring,0,38,13.87,200,67,33.5,3.8,1.9,1.03,6.73,1.609,1.397,1.514,4.519,32.86
T02412,spring,0,39,15.71,200,32,16.0,3.9,1.95,0.902,6.752,1.196,1.092,1.013,3.301,51.12
T02413,winter,0,28,8.03,200,60,30.0,2.8,1.4,1.114,5.314,1.12,0.98,1.356,3.456,34.95
T02414,winter,0,41,7.27,200,182,91.0,4.1,2.05,1.698,7.848,3.307,2.685,3.544,9.537,-21.52
T02415,autumn,0,46,6.29,200,31,15.5,4.6,2.3,2.003,8.903,1.395,1.277,1.975,4.647,47.8
T02416,winter,0,11,1.82,200,79,39.5,1.1,0.55,0.644,2.294,0.51,0.437,0.757,1.704,25.73
T02417,winter,0,31,4.59,200,132,66.0,3.1,1.55,1.464,6.114,1.984,1.643,2.367,5.994,1.96
T02418,winter,0,37,6.57,200,21,10.5,3.7,1.85,1.589,7.139,0.999,0.934,1.459,3.392,52.48
T02419,summer,0,45,22.06,200,60,30.0,4.5,2.25,0.628,7.378,1.8,1.575,1.197,4.572,38.03
T02420,winter,1,52,0.32,200,66,33.0,3.033,2.6,3.23,8.863,1.491,1.898,3.515,6.903,22.11
T02421,autumn,0,33,22.46,200,144,72.0,3.3,1.65,0.49,5.44,2.244,1.848,1.734,5.826,-7.1
T02422,autumn,1,28,20.52,200,121,60.5,1.633,1.4,0.356,3.389,1.316,1.407,1.228,3.951,-16.57
T02423,spring,0,39,9.82,200,38,19.0,3.9,1.95,1.399,7.249,1.274,1.151,1.504,3.928,45.81
T02424,summer,0,26,25.26,200,48,24.0,2.6,1.3,0.544,4.444,0.936,0.832,0.751,2.519,43.31
T02425,winter,0,22,2.44,200,90,45.0,2.2,1.1,1.255,4.555,1.1,0.935,1.564,3.599,21.0
T02426,spring,1,36,6.06,200,30,15.0,2.1,1.8,1.585,5.485,0.72,0.99,1.55,3.26,40.57
T02427,winter,1,49,9.84,200,82,41.0,2.858,2.45,1.757,7.065,1.666,1.984,2.535,6.185,12.45
T02428,winter,0,37,3.59,200,13,6.5,3.7,1.85,1.827,7.377,0.9,0.86,1.572,3.333,54.83
T02429,summer,1,28,25.21,200,82,41.0,1.633,1.4,0.582,3.616,0.952,1.134,1.092,3.178,12.11
T02430,winter,0,35,-1.54,200,59,29.5,3.5,1.75,2.33,7.58,1.388,1.216,2.414,5.019,33.78
T02431,autumn,0,39,14.23,200,35,17.5,3.9,1.95,1.027,6.877,1.235,1.121,1.154,3.51,48.96
T02432,winter,1,21,4.84,200,147,73.5,1.225,1.05,0.98,3.255,1.169,1.192,1.688,4.049,-24.38
T02433,autumn,0,50,8.57,200,20,10.0,5.0,2.5,1.929,9.429,1.333,1.25,1.772,4.356,53.81
T02434,summer,0,32,24.95,200,26,13.0,3.2,1.6,0.647,5.447,0.917,0.848,0.695,2.46,54.84
T02435,summer,1,41,30.98,200,107,53.5,2.392,2.05,1.502,5.943,1.736,1.917,2.457,6.109,-2.79
T02436,winter,0,29,7.76,200,147,73.5,2.9,1.45,1.17,5.52,2.001,1.646,2.176,5.823,-5.48
T02437,winter,0,54,2.08,200,109,54.5,5.4,2.7,3.129,11.229,3.042,2.551,4.199,9.793,12.79
T02438,spring,1,36,21.61,200,149,74.5,2.1,1.8,0.468,4.368,2.028,2.061,1.89,5.979,-36.88
T02439,winter,0,44,-0.16,200,33,16.5,4.4,2.2,2.784,9.384,1.364,1.243,2.558,5.165,44.96
T02440,spring,1,29,13.38,200,82,41.0,1.692,1.45,0.817,3.959,0.986,1.174,1.312,3.472,12.29
T02441,spring,0,19,12.84,200,61,30.5,1.9,0.95,0.558,3.408,0.766,0.67,0.759,2.195,35.59
T02442,autumn,0,22,7.19,200,47,23.5,2.2,1.1,0.915,4.215,0.785,0.698,1.014,2.497,40.76
T02443,summer,1,35,20.25,200,80,40.0,2.042,1.75,0.466,4.257,1.167,1.4,1.122,3.688,13.36
T02444,summer,0,34,20.7,200,72,36.0,3.4,1.7,0.419,5.519,1.496,1.292,0.98,3.768,31.73
T02445,summer,0,48,24.16,200,26,13.0,4.8,2.4,0.889,8.089,1.376,1.272,0.973,3.621,55.24
T02446,winter,1,22,8.05,200,181,90.5,1.283,1.1,0.874,3.257,1.474,1.435,1.863,4.773,-46.54
T02447,spring,1,35,3.58,200,86,43.0,2.042,1.75,1.729,5.521,1.237,1.453,2.254,4.943,10.46
T02448,autumn,0,45,12.8,200,22,11.0,4.5,2.25,1.324,8.074,1.23,1.147,1.273,3.651,54.78
T02449,spring,0,36,18.09,200,30,15.0,3.6,1.8,0.647,6.047,1.08,0.99,0.756,2.826,53.27
T02450,spring,0,33,9.7,200,25,12.5,3.3,1.65,1.193,6.143,0.935,0.866,1.151,2.952,51.94
T02451,summer,1,21,26.4,200,28,14.0,1.225,1.05,0.491,2.766,0.42,0.567,0.524,1.511,45.36
T02452,winter,0,49,0.95,200,52,26.0,4.9,2.45,2.971,10.321,1.829,1.617,3.037,6.483,37.18
T02453,summer,1,52,17.03,200,51,25.5,3.033,2.6,1.053,6.687,1.231,1.703,1.52,4.454,33.39
T02454,winter,1,40,4.31,200,56,28.0,2.333,2.0,1.913,6.246,1.013,1.36,2.162,4.536,27.38
T02455,winter,0,60,10.5,200,32,16.0,6.0,3.0,2.065,11.065,1.84,1.68,2.131,5.651,48.93
T02456,spring,1,39,6.32,200,97,48.5,2.275,1.95,1.695,5.92,1.521,1.726,2.444,5.691,3.87
T02457,summer,0,38,22.45,200,19,9.5,3.8,1.9,0.563,6.263,1.001,0.94,0.571,2.512,59.89
T02458,summer,1,42,22.57,200,110,55.0,2.45,2.1,0.632,5.182,1.82,1.995,1.787,5.602,-8.09
T02459,winter,0,45,10.88,200,39,19.5,4.5,2.25,1.511,8.261,1.485,1.339,1.661,4.485,45.71
T02460,autumn,1,59,17.81,200,119,59.5,3.442,2.95,1.096,7.488,2.734,2.935,2.845,8.514,-13.7
T02461,autumn,0,30,9.55,200,53,26.5,3.0,1.5,1.094,5.594,1.13,0.997,1.307,3.434,38.61
T02462,winter,0,31,11.05,200,43,21.5,3.1,1.55,1.03,5.68,1.064,0.953,1.172,3.19,43.84
T02463,summer,0,19,26.31,200,25,12.5,1.9,0.95,0.44,3.29,0.538,0.499,0.454,1.491,54.68
T02464,autumn,1,31,7.95,200,148,74.0,1.808,1.55,1.238,4.597,1.736,1.767,2.325,5.828,-26.78
T02465,winter,0,31,8.69,200,21,10.5,3.1,1.55,1.188,5.838,0.837,0.783,1.102,2.721,53.39
T02466,spring,0,39,18.15,200,0,0.0,3.9,1.95,0.696,6.546,0.78,0.78,0.464,2.024,69.08
T02467,winter,0,18,1.58,200,165,82.5,1.8,0.9,1.064,3.764,1.35,1.102,1.735,4.187,-11.23
T02468,winter,1,27,11.82,200,57,28.5,1.575,1.35,0.852,3.777,0.693,0.925,1.096,2.714,28.15
T02469,summer,1,22,17.99,200,64,32.0,1.283,1.1,0.4,2.784,0.616,0.792,0.691,2.099,24.61
T02470,winter,0,20,12.79,200,45,22.5,2.0,1.0,0.589,3.589,0.7,0.625,0.704,2.029,43.46
T02471,spring,0,39,8.28,200,0,0.0,3.9,1.95,1.53,7.38,0.78,0.78,1.17,2.73,63.01
T02472,spring,0,35,10.29,200,15,7.5,3.5,1.75,1.221,6.471,0.875,0.831,1.078,2.784,56.97
T02473,winter,0,45,3.13,200,32,16.0,4.5,2.25,2.267,9.017,1.38,1.26,2.206,4.846,46.26
T02474,summer,0,35,20.18,200,0,0.0,3.5,1.75,0.47,5.72,0.7,0.7,0.286,1.686,70.53
T02475,summer,1,44,25.44,200,100,50.0,2.567,2.2,0.937,5.703,1.76,1.98,1.971,5.711,-0.14
T02476,winter,0,10,0.61,200,55,27.5,1.0,0.5,0.614,2.114,0.383,0.337,0.636,1.357,35.84
T02477,winter,1,38,7.34,200,107,53.5,2.217,1.9,1.568,5.684,1.609,1.776,2.424,5.81,-2.2
T02478,summer,1,24,29.88,200,53,26.5,1.4,1.2,0.816,3.416,0.584,0.798,0.979,2.361,30.89
T02479,winter,0,30,2.88,200,11,5.5,3.0,1.5,1.681,6.181,0.71,0.682,1.36,2.753,55.46
T02480,winter,1,36,3.24,200,82,41.0,2.1,1.8,1.805,5.705,1.224,1.458,2.298,4.98,12.72
T02481,winter,1,26,7.31,200,38,19.0,1.517,1.3,1.074,3.891,0.52,0.767,1.122,2.409,38.09
T02482,spring,0,38,11.07,200,41,20.5,3.8,1.9,1.261,6.961,1.279,1.149,1.412,3.841,44.82
T02483,spring,1,23,22.47,200,90,45.0,1.342,1.15,0.342,2.833,0.843,0.978,0.836,2.657,6.22
T02484,summer,1,27,25.9,200,67,33.5,1.575,1.35,0.601,3.526,0.783,0.992,0.965,2.74,22.29
T02485,spring,1,27,19.7,200,153,76.5,1.575,1.35,0.391,3.316,1.557,1.573,1.484,4.614,-39.12
T02486,spring,1,32,7.48,200,47,23.5,1.867,1.6,1.311,4.777,0.715,1.016,1.458,3.188,33.26
T02487,summer,0,35,20.09,200,0,0.0,3.5,1.75,0.477,5.727,0.7,0.7,0.292,1.692,70.46
T02488,autumn,0,45,5.25,200,42,21.0,4.5,2.25,2.06,8.81,1.53,1.373,2.166,5.069,42.47
T02489,summer,0,38,20.3,200,22,11.0,3.8,1.9,0.501,6.201,1.039,0.969,0.553,2.561,58.71
T02490,summer,0,40,30.81,200,16,8.0,4.0,2.0,1.448,7.448,1.013,0.96,1.237,3.21,56.9
T02491,spring,1,24,6.99,200,200,100.0,1.4,1.2,1.009,3.609,1.76,1.68,2.217,5.657,-56.75
T02492,winter,0,44,-3.14,200,32,16.0,4.4,2.2,3.096,9.696,1.349,1.232,2.796,5.377,44.54
T02493,summer,1,10,24.88,200,172,86.0,0.583,0.5,0.201,1.284,0.64,0.63,0.654,1.924,-49.82
T02494,summer,1,39,15.6,200,82,41.0,2.275,1.95,0.911,5.136,1.326,1.579,1.605,4.511,12.17
T02495,spring,1,41,9.62,200,93,46.5,2.392,2.05,1.489,5.931,1.544,1.773,2.273,5.59,5.74
T02496,spring,1,26,26.27,200,95,47.5,1.517,1.3,0.6,3.417,0.997,1.137,1.166,3.3,3.43
T02497,spring,0,35,10.67,200,0,0.0,3.5,1.75,1.192,6.442,0.7,0.7,0.896,2.296,64.35
T02498,autumn,1,38,11.56,200,35,17.5,2.217,1.9,1.22,5.337,0.76,1.093,1.31,3.162,40.75
T02499,autumn,1,34,15.04,200,90,45.0,1.983,1.7,0.836,4.519,1.247,1.445,1.516,4.208,6.89
T02500,summer,0,31,21.47,200,27,13.5,3.1,1.55,0.393,5.043,0.899,0.829,0.484,2.212,56.13
T02501,winter,1,45,2.25,200,128,64.0,2.625,2.25,2.588,7.463,2.22,2.34,3.754,8.314,-11.39
T02502,spring,1,28,10.02,200,73,36.5,1.633,1.4,0.993,4.026,0.868,1.071,1.364,3.303,17.97
T02503,autumn,0,44,12.64,200,51,25.5,4.4,2.2,1.31,7.91,1.628,1.441,1.641,4.71,40.46
T02504,winter,1,46,7.01,200,169,84.5,2.683,2.3,1.931,6.914,2.898,2.863,3.819,9.58,-38.56
T02505,winter,0,17,12.83,200,37,18.5,1.7,0.85,0.499,3.049,0.55,0.497,0.557,1.604,47.41
T02506,autumn,0,32,9.71,200,87,43.5,3.2,1.6,1.156,5.956,1.568,1.336,1.711,4.615,22.52
T02507,winter,1,34,0.48,200,45,22.5,1.983,1.7,2.099,5.783,0.737,1.062,2.063,3.862,33.21
T02508,autumn,0,30,9.57,200,172,86.0,3.0,1.5,1.093,5.593,2.32,1.89,2.377,6.587,-17.77
T02509,winter,0,52,8.57,200,7,3.5,5.2,2.6,2.007,9.807,1.161,1.131,1.641,3.933,59.9
T02510,spring,0,45,14.48,200,18,9.0,4.5,2.25,1.16,7.91,1.17,1.103,1.081,3.353,57.61
T02511,winter,1,36,0.85,200,101,50.5,2.1,1.8,2.191,6.091,1.452,1.629,2.794,5.875,3.55
T02512,winter,0,28,9.32,200,148,74.0,2.8,1.4,1.035,5.235,1.941,1.596,2.029,5.567,-6.33
T02513,summer,0,45,19.84,200,22,11.0,4.5,2.25,0.638,7.388,1.23,1.147,0.693,3.07,58.44
T02514,summer,0,32,24.62,200,42,21.0,3.2,1.6,0.624,5.424,1.088,0.976,0.829,2.893,46.67
T02515,summer,0,26,21.31,200,69,34.5,2.6,1.3,0.321,4.221,1.118,0.969,0.726,2.813,33.36
T02516,autumn,0,35,11.06,200,8,4.0,3.5,1.75,1.162,6.412,0.793,0.77,0.955,2.518,60.73
T02517,autumn,0,24,14.03,200,57,28.5,2.4,1.2,0.642,4.242,0.936,0.822,0.877,2.635,37.89
T02518,spring,1,60,17.8,200,157,78.5,3.5,3.0,1.116,7.616,3.54,3.555,3.578,10.673,-40.14
T02519,winter,0,49,8.43,200,51,25.5,4.9,2.45,1.906,9.256,1.813,1.605,2.205,5.623,39.25
T02520,spring,0,44,18.08,200,26,13.0,4.4,2.2,0.792,7.392,1.261,1.166,0.872,3.3,55.36
T02521,autumn,0,41,9.8,200,34,17.0,4.1,2.05,1.473,7.623,1.285,1.169,1.533,3.986,47.71
T02522,autumn,1,14,11.08,200,40,20.0,0.817,0.7,0.464,1.981,0.28,0.42,0.516,1.216,38.62
T02523,winter,0,48,4.52,200,37,18.5,4.8,2.4,2.274,9.474,1.552,1.404,2.303,5.259,44.49
T02524,winter,0,30,-0.59,200,49,24.5,3.0,1.5,1.929,6.429,1.09,0.968,1.92,3.977,38.13
T02525,summer,0,37,21.93,200,15,7.5,3.7,1.85,0.506,6.056,0.925,0.879,0.476,2.28,62.35
T02526,summer,1,49,22.65,200,83,41.5,2.858,2.45,0.747,6.055,1.682,1.997,1.695,5.374,11.25
T02527,summer,1,25,29.94,200,81,40.5,1.458,1.25,0.853,3.562,0.842,1.006,1.243,3.091,13.22
